Chart Name,System,KPI
FDDA2-01,AHU-2M-02,0
FDDA2-01,AHU-2M-03,0
FDDA2-01,AHU-2M-04,0
FDDA2-01,AHU-2M-05,0
FDDA2-01,AHU-2M-06,0
FDDA2-01,AHU-2M-07,0
FDDA2-01,AHU-2M-08,0
FDDA2-01,AHU-3-01,0
FDDA2-01,AHU-3-02,0
FDDA2-01,AHU-3-03,0
FDDA2-01,AHU-5-01,0
FDDA2-01,AHU-5-02,0
FDDA2-01,AHU-7-01,0
FDDA2-01,AHU-7-02,0
FDDA2-01,AHU-7-03,0
FDDA2-01,AHU-7-04,0
FDDA2-01,AHU-7-05,0
FDDA2-01,AHU-7-06,0
FDDA2-01,AHU-8-02,0
FDDA2-01,AHU-8-03,0
FDDA2-01,AHU-9-01,0
FDDA2-01,AHU-9-02,0
FDDA2-01,PAU-2M-02,0
FDDA2-01,PAU-3-01,0
FDDA2-02,AHU-9-02,2
FDDA2-02,AHU-2M-06,1
FDDA2-02,AHU-5-02,1
FDDA2-02,AHU-7-02,1
FDDA2-02,AHU-2-01,0
FDDA2-02,AHU-2M-01,0
FDDA2-02,AHU-2M-02,0
FDDA2-02,AHU-2M-03,0
FDDA2-02,AHU-2M-04,0
FDDA2-02,AHU-2M-05,0
FDDA2-02,AHU-2M-07,0
FDDA2-02,AHU-2M-08,0
FDDA2-02,AHU-3-01,0
FDDA2-02,AHU-3-02,0
FDDA2-02,AHU-3-03,0
FDDA2-02,AHU-5-01,0
FDDA2-02,AHU-7-01,0
FDDA2-02,AHU-7-03,0
FDDA2-02,AHU-7-04,0
FDDA2-02,AHU-7-05,0
FDDA2-02,AHU-7-06,0
FDDA2-02,AHU-8-01,0
FDDA2-02,AHU-8-02,0
FDDA2-02,AHU-8-03,0
FDDA2-02,AHU-9-01,0
FDDA2-03,PAU-2M-01,0
FDDA2-03,PAU-2M-02,0
FDDA2-03,PAU-3-01,0
FDDA2-04,AHU-2-01,12
FDDA2-04,AHU-8-03,9
FDDA2-04,AHU-7-02,8
FDDA2-04,AHU-7-06,7
FDDA2-04,AHU-9-01,7
FDDA2-04,AHU-3-03,4
FDDA2-04,AHU-2M-04,2
FDDA2-04,AHU-2M-03,1
FDDA2-04,AHU-2M-07,1
FDDA2-04,AHU-7-04,1
FDDA2-04,AHU-7-05,1
FDDA2-04,AHU-8-01,1
FDDA2-04,AHU-8-02,1
FDDA2-04,AHU-2M-01,0
FDDA2-04,AHU-2M-02,0
FDDA2-04,AHU-2M-05,0
FDDA2-04,AHU-2M-06,0
FDDA2-04,AHU-3-01,0
FDDA2-04,AHU-3-02,0
FDDA2-04,AHU-5-01,0
FDDA2-04,AHU-5-02,0
FDDA2-04,AHU-7-01,0
FDDA2-04,AHU-7-03,0
FDDA2-04,AHU-9-02,0
FDDA2-05,PAU-2M-02,3
FDDA2-05,AHU-7-01,0
FDDA2-05,AHU-7-05,0
FDDA2-05,AHU-9-02,0
FDDA2-06,PAU-2M-02,100
FDDA2-06,PAU-3-01,100
FDDA2-06,PAU-2M-01,99
FDDA2-06,AHU-7-05,48
FDDA2-06,AHU-7-01,29
FDDA2-06,AHU-7-06,6
FDDA2-06,AHU-2-01,0
FDDA2-06,AHU-2M-01,0
FDDA2-06,AHU-2M-02,0
FDDA2-06,AHU-2M-03,0
FDDA2-06,AHU-2M-04,0
FDDA2-06,AHU-2M-05,0
FDDA2-06,AHU-2M-06,0
FDDA2-06,AHU-2M-07,0
FDDA2-06,AHU-2M-08,0
FDDA2-06,AHU-3-01,0
FDDA2-06,AHU-3-02,0
FDDA2-06,AHU-3-03,0
FDDA2-06,AHU-5-01,0
FDDA2-06,AHU-5-02,0
FDDA2-06,AHU-7-02,0
FDDA2-06,AHU-7-03,0
FDDA2-06,AHU-7-04,0
FDDA2-06,AHU-8-01,0
FDDA2-06,AHU-8-02,0
FDDA2-06,AHU-8-03,0
FDDA2-06,AHU-9-01,0
FDDA2-06,AHU-9-02,0
FDDA2-07,AHU-2-01,1
FDDA2-07,AHU-2M-01,0
FDDA2-07,AHU-2M-02,0
FDDA2-07,AHU-2M-03,0
FDDA2-07,AHU-2M-04,0
FDDA2-07,AHU-2M-05,0
FDDA2-07,AHU-2M-06,0
FDDA2-07,AHU-2M-07,0
FDDA2-07,AHU-2M-08,0
FDDA2-07,AHU-3-01,0
FDDA2-07,AHU-3-02,0
FDDA2-07,AHU-3-03,0
FDDA2-07,AHU-5-01,0
FDDA2-07,AHU-5-02,0
FDDA2-07,AHU-7-01,0
FDDA2-07,AHU-7-02,0
FDDA2-07,AHU-7-03,0
FDDA2-07,AHU-7-04,0
FDDA2-07,AHU-7-05,0
FDDA2-07,AHU-7-06,0
FDDA2-07,AHU-8-01,0
FDDA2-07,AHU-8-02,0
FDDA2-07,AHU-8-03,0
FDDA2-07,AHU-9-01,0
FDDA2-07,AHU-9-02,0
FDDA2-08,AHU-3-03,100
FDDA2-08,AHU-2-01,0
FDDA2-08,AHU-2M-01,0
FDDA2-08,AHU-2M-02,0
FDDA2-08,AHU-2M-03,0
FDDA2-08,AHU-2M-04,0
FDDA2-08,AHU-2M-05,0
FDDA2-08,AHU-2M-06,0
FDDA2-08,AHU-2M-07,0
FDDA2-08,AHU-3-01,0
FDDA2-08,AHU-3-02,0
FDDA2-08,AHU-5-01,0
FDDA2-08,AHU-5-02,0
FDDA2-08,AHU-7-01,0
FDDA2-08,AHU-7-02,0
FDDA2-08,AHU-7-03,0
FDDA2-08,AHU-7-04,0
FDDA2-08,AHU-7-05,0
FDDA2-08,AHU-7-06,0
FDDA2-08,AHU-8-01,0
FDDA2-08,AHU-8-02,0
FDDA2-08,AHU-8-03,0
FDDA2-08,AHU-9-01,0
FDDA2-08,AHU-9-02,0
FDDA2-08,PAU-2M-02,0
FDDA2-09,AHU-7-01,0
FDDA2-09,AHU-7-05,0
FDDA2-09,AHU-9-02,0
FDDA2-09,PAU-2M-02,0
FDDA2-14,AHU-2M-07,97
FDDA2-14,AHU-2M-04,96
FDDA2-14,AHU-3-01,96
FDDA2-14,AHU-7-04,96
FDDA2-14,AHU-2M-02,95
FDDA2-14,AHU-7-01,95
FDDA2-14,AHU-9-01,95
FDDA2-14,AHU-7-02,94
FDDA2-14,AHU-2-01,93
FDDA2-14,AHU-9-02,74
FDDA2-14,AHU-2M-01,0
FDDA2-14,AHU-2M-03,0
FDDA2-14,AHU-2M-05,0
FDDA2-14,AHU-2M-06,0
FDDA2-14,AHU-3-02,0
FDDA2-14,AHU-5-01,0
FDDA2-14,AHU-5-02,0
FDDA2-14,AHU-7-03,0
FDDA2-14,AHU-7-05,0
FDDA2-14,AHU-7-06,0
FDDA2-14,AHU-8-01,0
FDDA2-14,AHU-8-02,0
FDDA2-14,AHU-8-03,0
FDDA2-13,AHU-2M-08,53
FDDA2-13,PAU-2M-02,0
FDDA3-01,PAU-2M-02,100
FDDA3-01,AHU-2M-07,97
FDDA3-01,PAU-2M-01,95
FDDA3-01,AHU-2M-08,53
FDDA3-01,AHU-2-01,21
FDDA3-01,AHU-3-01,19
FDDA3-01,AHU-2M-06,5
FDDA3-01,AHU-2M-01,0
FDDA3-01,AHU-2M-02,0
FDDA3-01,AHU-2M-03,0
FDDA3-01,AHU-2M-04,0
FDDA3-01,AHU-2M-05,0
FDDA3-01,AHU-3-02,0
FDDA3-01,AHU-3-03,0
FDDA3-01,AHU-5-01,0
FDDA3-01,AHU-5-02,0
FDDA3-01,AHU-7-01,0
FDDA3-01,AHU-7-02,0
FDDA3-01,AHU-7-03,0
FDDA3-01,AHU-7-04,0
FDDA3-01,AHU-7-05,0
FDDA3-01,AHU-7-06,0
FDDA3-01,AHU-8-01,0
FDDA3-01,AHU-8-02,0
FDDA3-01,AHU-8-03,0
FDDA3-01,AHU-9-01,0
FDDA3-01,AHU-9-02,0
FDDA3-01,PAU-3-01,0
FDDA3-02,AHU-7-03,100
FDDA3-02,AHU-3-03,93
FDDA3-02,AHU-7-04,90
FDDA3-02,AHU-2M-04,50
FDDA3-02,AHU-2M-05,39
FDDA3-02,AHU-3-02,26
FDDA3-02,AHU-8-03,20
FDDA3-02,AHU-8-01,7
FDDA3-02,AHU-2-01,4
FDDA3-02,AHU-2M-01,4
FDDA3-02,AHU-2M-08,3
FDDA3-02,AHU-2M-06,2
FDDA3-02,AHU-2M-07,1
FDDA3-02,AHU-3-01,1
FDDA3-02,AHU-7-06,1
FDDA3-02,AHU-2M-02,0
FDDA3-02,AHU-2M-03,0
FDDA3-02,AHU-5-01,0
FDDA3-02,AHU-5-02,0
FDDA3-02,AHU-7-01,0
FDDA3-02,AHU-7-02,0
FDDA3-02,AHU-7-05,0
FDDA3-02,AHU-8-02,0
FDDA3-02,AHU-9-01,0
FDDA3-02,AHU-9-02,0
FDDA3-03,AHU-3-01,76
FDDA3-03,AHU-7-03,39
FDDA3-03,AHU-2M-01,35
FDDA3-03,AHU-7-06,25
FDDA3-03,AHU-2-01,0
FDDA3-03,AHU-2M-02,0
FDDA3-03,AHU-2M-03,0
FDDA3-03,AHU-2M-04,0
FDDA3-03,AHU-2M-05,0
FDDA3-03,AHU-2M-06,0
FDDA3-03,AHU-2M-07,0
FDDA3-03,AHU-2M-08,0
FDDA3-03,AHU-3-02,0
FDDA3-03,AHU-3-03,0
FDDA3-03,AHU-5-01,0
FDDA3-03,AHU-5-02,0
FDDA3-03,AHU-7-01,0
FDDA3-03,AHU-7-02,0
FDDA3-03,AHU-7-05,0
FDDA3-04,PAU-3-01,100
FDDA3-04,AHU-7-04,4
FDDA3-04,AHU-2-01,0
FDDA3-04,AHU-2M-01,0
FDDA3-04,AHU-2M-02,0
FDDA3-04,AHU-2M-03,0
FDDA3-04,AHU-2M-04,0
FDDA3-04,AHU-2M-05,0
FDDA3-04,AHU-2M-06,0
FDDA3-04,AHU-2M-07,0
FDDA3-04,AHU-3-01,0
FDDA3-04,AHU-3-02,0
FDDA3-04,AHU-3-03,0
FDDA3-04,AHU-5-01,0
FDDA3-04,AHU-5-02,0
FDDA3-04,AHU-7-01,0
FDDA3-04,AHU-7-02,0
FDDA3-04,AHU-7-03,0
FDDA3-04,AHU-7-06,0
FDDA3-04,AHU-8-01,0
FDDA3-04,AHU-8-02,0
FDDA3-04,AHU-8-03,0
FDDA3-04,AHU-9-01,0
FDDA3-04,AHU-9-02,0
FDDA3-04,PAU-2M-01,0
FDDA3-04,PAU-2M-02,0
FDDA3-05,AHU-8-02,100
FDDA3-05,PAU-2M-01,100
FDDA3-05,PAU-2M-02,95
FDDA3-05,AHU-8-01,33
FDDA3-05,AHU-2-01,0
FDDA3-05,AHU-2M-01,0
FDDA3-05,AHU-2M-02,0
FDDA3-05,AHU-2M-03,0
FDDA3-05,AHU-2M-04,0
FDDA3-05,AHU-2M-05,0
FDDA3-05,AHU-2M-06,0
FDDA3-05,AHU-2M-07,0
FDDA3-05,AHU-2M-08,0
FDDA3-05,AHU-3-01,0
FDDA3-05,AHU-3-02,0
FDDA3-05,AHU-3-03,0
FDDA3-05,AHU-5-01,0
FDDA3-05,AHU-5-02,0
FDDA3-05,AHU-7-01,0
FDDA3-05,AHU-7-02,0
FDDA3-05,AHU-7-03,0
FDDA3-05,AHU-7-04,0
FDDA3-05,AHU-7-05,0
FDDA3-05,AHU-7-06,0
FDDA3-05,AHU-8-03,0
FDDA3-05,AHU-9-01,0
FDDA3-05,AHU-9-02,0
FDDA3-05,PAU-3-01,0
FDDA3-06,AHU-2M-06,0
FDDA3-06,AHU-2M-07,0
FDDA3-06,AHU-3-01,0
FDDA3-06,AHU-3-02,0
FDDA3-06,AHU-7-06,0
FDDA3-07,AHU-2-01,0
FDDA3-07,AHU-2M-04,0
FDDA3-07,AHU-2M-05,0
FDDA3-07,AHU-2M-06,0
FDDA3-07,AHU-2M-07,0
FDDA3-07,AHU-2M-08,0
FDDA3-07,AHU-3-01,0
FDDA3-07,AHU-3-02,0
FDDA3-07,PAU-2M-02,0
FDDA3-08,AHU-2-01,0
FDDA3-08,AHU-2M-04,0
FDDA3-08,AHU-2M-05,0
FDDA3-08,AHU-2M-08,0
FDDA3-08,AHU-3-01,0
FDDA3-08,AHU-3-02,0
FDDA3-08,AHU-5-01,0
FDDA3-08,AHU-5-02,0
FDDA3-08,AHU-7-06,0
FDDA3-08,AHU-8-03,0
FDDA3-08,AHU-9-01,0
FDDA3-08,PAU-2M-02,0
FDDA3-09,AHU-3-02,100
FDDA3-09,AHU-5-01,38
FDDA3-09,AHU-2M-01,6
FDDA3-09,AHU-2M-07,3
FDDA3-09,AHU-2-01,0
FDDA3-09,AHU-2M-02,0
FDDA3-09,AHU-2M-03,0
FDDA3-09,AHU-2M-04,0
FDDA3-09,AHU-2M-05,0
FDDA3-09,AHU-2M-06,0
FDDA3-09,AHU-3-01,0
FDDA3-09,AHU-5-02,0
FDDA3-09,PAU-2M-01,0
FDDA3-09,PAU-3-01,0
FDDA3-10,AHU-2M-02,100
FDDA3-10,AHU-2M-07,100
FDDA3-10,AHU-5-01,100
FDDA3-10,AHU-7-02,100
FDDA3-10,AHU-9-02,100
FDDA3-10,AHU-8-02,47
FDDA3-10,AHU-9-01,6
FDDA3-10,AHU-7-06,5
FDDA3-10,AHU-2-01,0
FDDA3-10,AHU-2M-01,0
FDDA3-10,AHU-2M-03,0
FDDA3-10,AHU-2M-04,0
FDDA3-10,AHU-2M-05,0
FDDA3-10,AHU-2M-06,0
FDDA3-10,AHU-2M-08,0
FDDA3-10,AHU-3-01,0
FDDA3-10,AHU-3-02,0
FDDA3-10,AHU-3-03,0
FDDA3-10,AHU-5-02,0
FDDA3-10,AHU-7-01,0
FDDA3-10,AHU-7-03,0
FDDA3-10,AHU-7-05,0
FDDA3-10,AHU-8-01,0
FDDA3-10,AHU-8-03,0
FDDA3-11,AHU-5-01,100
FDDA3-11,AHU-2-01,0
FDDA3-11,AHU-2M-01,0
FDDA3-11,AHU-2M-02,0
FDDA3-11,AHU-2M-03,0
FDDA3-11,AHU-2M-04,0
FDDA3-11,AHU-2M-05,0
FDDA3-11,AHU-2M-06,0
FDDA3-11,AHU-2M-07,0
FDDA3-11,AHU-3-01,0
FDDA3-11,AHU-3-02,0
FDDA3-11,AHU-5-02,0
FDDA3-11,AHU-7-01,0
FDDA3-11,AHU-7-02,0
FDDA3-11,AHU-8-01,0
FDDA3-11,AHU-8-02,0
FDDA3-11,AHU-8-03,0
FDDA3-11,AHU-9-01,0
FDDA3-11,AHU-9-02,0
FDDA3-12,AHU-2M-08,100
FDDA3-12,AHU-2-01,0
FDDA3-12,AHU-2M-01,0
FDDA3-12,AHU-2M-02,0
FDDA3-12,AHU-2M-03,0
FDDA3-12,AHU-2M-04,0
FDDA3-12,AHU-2M-05,0
FDDA3-12,AHU-2M-06,0
FDDA3-12,AHU-2M-07,0
FDDA3-12,AHU-3-01,0
FDDA3-12,AHU-3-02,0
FDDA3-12,AHU-3-03,0
FDDA3-12,AHU-5-01,0
FDDA3-12,AHU-5-02,0
FDDA3-12,AHU-7-03,0
FDDA3-12,AHU-7-04,0
FDDA3-12,AHU-7-05,0
FDDA3-12,AHU-7-06,0
FDDA3-12,AHU-8-01,0
FDDA3-12,AHU-8-02,0
FDDA3-12,AHU-8-03,0
FDDA3-12,AHU-9-01,0
FDDA3-12,AHU-9-02,0
FDDA3-12,PAU-2M-02,0
FDDA3-13,AHU-2-01,0
FDDA3-13,AHU-2M-04,0
FDDA3-14,AHU-3-03,0
FDDA3-14,AHU-7-03,0
FDDA3-15,AHU-7-05,76
FDDA3-15,AHU-3-03,30
FDDA3-15,AHU-7-01,0
FDDA3-15,AHU-7-03,0
FDDA3-16,AHU-3-03,0
FDDA3-16,AHU-7-01,0
FDDA3-16,AHU-7-03,0
FDDA3-16,AHU-7-04,0
FDDA3-16,AHU-7-05,0
FDDA3-16,AHU-9-02,0
FDDA3-17,AHU-3-03,0
FDDA3-17,AHU-7-01,0
FDDA3-17,AHU-7-03,0
FDDA3-17,AHU-7-04,0
FDDA3-17,AHU-7-05,0
FDDA3-17,AHU-9-02,0
FDDW2-01,SCHWP-02,0
FDDW2-01,SCHWP-03,0
FDDW2-01,SHTWP-02,0
FDDW2-02,HP-01,0
FDDW2-02,HP-02,0
FDDW2-02,HRC-01-Cool,0
FDDW2-02,HRC-02-Cool,0
FDDW2-02,Main-CHW-A,0
FDDW2-02,Main-CHW-B,0
FDDW2-02,OFAC-01,0
FDDW2-02,OFAC-02,0
FDDW2-03,HP-01,0
FDDW2-03,HP-02,0
FDDW2-03,HRC-01-Cool,0
FDDW2-03,HRC-02-Cool,0
FDDW2-03,Main-CHW-A,0
FDDW2-03,Main-CHW-B,0
FDDW2-03,OFAC-01,0
FDDW2-03,OFAC-02,0
FDDW2-04,Main-HW-B,1
FDDW2-04,HP-01,0
FDDW2-04,HP-02,0
FDDW2-04,HRC-01-Heat,0
FDDW2-04,HRC-02-Heat,0
FDDW2-04,Main-HW-A,0
FDDW2-05,Main-HW-A,1
FDDW2-05,Main-HW-B,1
FDDW2-05,HP-01,0
FDDW2-05,HP-02,0
FDDW2-05,HRC-01-Heat,0
FDDW2-05,HRC-02-Heat,0
FDDA4-01,VAV-L0-01,0
FDDA4-01,VAV-L0-02,0
FDDA4-01,VAV-L0-03,0
FDDA4-01,VAV-L0-04,0
FDDA4-01,VAV-L0-05,0
FDDA4-01,VAV-L0-06,0
FDDA4-01,VAV-L0-07,0
FDDA4-01,VAV-L0-08,0
FDDA4-01,VAV-L0-09,0
FDDA4-01,VAV-L0-10,0
FDDA4-01,VAV-L1-01,0
FDDA4-01,VAV-L1-02,0
FDDA4-01,VAV-L1-03,0
FDDA4-01,VAV-L1-04,0
FDDA4-01,VAV-L1-05,0
FDDA4-01,VAV-L2-01,0
FDDA4-01,VAV-L2-02,0
FDDA4-01,VAV-L2-03,0
FDDA4-01,VAV-L2-04,0
FDDA4-01,VAV-L2-05,0
FDDA4-01,VAV-L2-24,0
FDDA4-01,VAV-L2-25,0
FDDA4-01,VAV-L2M-03,0
FDDA4-01,VAV-L2M-04,0
FDDA4-02,VAV-L0-01,0
FDDA4-02,VAV-L0-02,0
FDDA4-02,VAV-L0-03,0
FDDA4-02,VAV-L0-04,0
FDDA4-02,VAV-L0-05,0
FDDA4-02,VAV-L0-06,0
FDDA4-02,VAV-L0-07,0
FDDA4-02,VAV-L0-08,0
FDDA4-02,VAV-L0-09,0
FDDA4-02,VAV-L0-10,0
FDDA4-02,VAV-L1-01,0
FDDA4-02,VAV-L1-02,0
FDDA4-02,VAV-L1-03,0
FDDA4-02,VAV-L1-04,0
FDDA4-02,VAV-L1-05,0
FDDA4-02,VAV-L2-01,0
FDDA4-02,VAV-L2-02,0
FDDA4-02,VAV-L2-03,0
FDDA4-02,VAV-L2-04,0
FDDA4-02,VAV-L2-05,0
FDDA4-02,VAV-L2-24,0
FDDA4-02,VAV-L2-25,0
FDDA4-02,VAV-L2M-03,0
FDDA4-02,VAV-L2M-04,0
FDDA4-03,VAV-L0-01,0
FDDA4-03,VAV-L0-02,0
FDDA4-03,VAV-L0-03,0
FDDA4-03,VAV-L0-04,0
FDDA4-03,VAV-L0-05,0
FDDA4-03,VAV-L0-06,0
FDDA4-03,VAV-L0-07,0
FDDA4-03,VAV-L0-08,0
FDDA4-03,VAV-L0-09,0
FDDA4-03,VAV-L0-10,0
FDDA4-03,VAV-L1-01,0
FDDA4-03,VAV-L1-02,0
FDDA4-03,VAV-L1-03,0
FDDA4-03,VAV-L1-04,0
FDDA4-03,VAV-L1-05,0
FDDA4-03,VAV-L2-01,0
FDDA4-03,VAV-L2-02,0
FDDA4-03,VAV-L2-03,0
FDDA4-03,VAV-L2-04,0
FDDA4-03,VAV-L2-05,0
FDDA4-03,VAV-L2-24,0
FDDA4-03,VAV-L2-25,0
FDDA4-03,VAV-L2M-03,0
FDDA4-03,VAV-L2M-04,0
FDDA4-04,VAV-L0-01,0
FDDA4-04,VAV-L0-02,0
FDDA4-04,VAV-L0-03,0
FDDA4-04,VAV-L0-04,0
FDDA4-04,VAV-L0-05,0
FDDA4-04,VAV-L0-06,0
FDDA4-04,VAV-L0-07,0
FDDA4-04,VAV-L0-08,0
FDDA4-04,VAV-L0-09,0
FDDA4-04,VAV-L0-10,0
FDDA4-04,VAV-L1-01,0
FDDA4-04,VAV-L1-02,0
FDDA4-04,VAV-L1-03,0
FDDA4-04,VAV-L1-04,0
FDDA4-04,VAV-L1-05,0
FDDA4-04,VAV-L2-01,0
FDDA4-04,VAV-L2-02,0
FDDA4-04,VAV-L2-03,0
FDDA4-04,VAV-L2-04,0
FDDA4-04,VAV-L2-05,0
FDDA4-04,VAV-L2-24,0
FDDA4-04,VAV-L2-25,0
FDDA4-04,VAV-L2M-03,0
FDDA4-04,VAV-L2M-04,0
FDDA4-05,VAV-L0-01,0
FDDA4-05,VAV-L0-02,0
FDDA4-05,VAV-L0-03,0
FDDA4-05,VAV-L0-04,0
FDDA4-05,VAV-L0-05,0
FDDA4-05,VAV-L0-06,0
FDDA4-05,VAV-L0-07,0
FDDA4-05,VAV-L0-08,0
FDDA4-05,VAV-L0-09,0
FDDA4-05,VAV-L0-10,0
FDDA4-05,VAV-L1-01,0
FDDA4-05,VAV-L1-02,0
FDDA4-05,VAV-L1-03,0
FDDA4-05,VAV-L1-04,0
FDDA4-05,VAV-L1-05,0
FDDA4-05,VAV-L2-01,0
FDDA4-05,VAV-L2-02,0
FDDA4-05,VAV-L2-03,0
FDDA4-05,VAV-L2-04,0
FDDA4-05,VAV-L2-05,0
FDDA4-05,VAV-L2-24,0
FDDA4-05,VAV-L2-25,0
FDDA4-05,VAV-L2M-03,0
FDDA4-05,VAV-L2M-04,0
FDDA4-06,VAV-L0-01,0
FDDA4-06,VAV-L0-02,0
FDDA4-06,VAV-L0-03,0
FDDA4-06,VAV-L0-04,0
FDDA4-06,VAV-L0-05,0
FDDA4-06,VAV-L0-06,0
FDDA4-06,VAV-L0-07,0
FDDA4-06,VAV-L0-08,0
FDDA4-06,VAV-L0-09,0
FDDA4-06,VAV-L0-10,0
FDDA4-06,VAV-L1-01,0
FDDA4-06,VAV-L1-02,0
FDDA4-06,VAV-L1-03,0
FDDA4-06,VAV-L1-04,0
FDDA4-06,VAV-L1-05,0
FDDA4-06,VAV-L2-01,0
FDDA4-06,VAV-L2-02,0
FDDA4-06,VAV-L2-03,0
FDDA4-06,VAV-L2-04,0
FDDA4-06,VAV-L2-05,0
FDDA4-06,VAV-L2-24,0
FDDA4-06,VAV-L2-25,0
FDDA4-06,VAV-L2M-03,0
FDDA4-06,VAV-L2M-04,0
FDDA4-07,VAV-L0-01,0
FDDA4-07,VAV-L0-02,0
FDDA4-07,VAV-L0-03,0
FDDA4-07,VAV-L0-04,0
FDDA4-07,VAV-L0-05,0
FDDA4-07,VAV-L0-06,0
FDDA4-07,VAV-L0-07,0
FDDA4-07,VAV-L0-08,0
FDDA4-07,VAV-L0-09,0
FDDA4-07,VAV-L0-10,0
FDDA4-07,VAV-L1-01,0
FDDA4-07,VAV-L1-02,0
FDDA4-07,VAV-L1-03,0
FDDA4-07,VAV-L1-04,0
FDDA4-07,VAV-L1-05,0
FDDA4-07,VAV-L2-01,0
FDDA4-07,VAV-L2-02,0
FDDA4-07,VAV-L2-03,0
FDDA4-07,VAV-L2-04,0
FDDA4-07,VAV-L2-05,0
FDDA4-07,VAV-L2-24,0
FDDA4-07,VAV-L2-25,0
FDDA4-07,VAV-L2M-03,0
FDDA4-07,VAV-L2M-04,0
FDDW1-01,SCHWP,29
FDDW1-01,SHTWP,0
FDDW1-02,HP-01,99
FDDW1-02,HRC-02-Cool,82
FDDW1-02,HP-02,0
FDDW1-02,HRC-01-Cool,0
FDDW1-02,OFAC-01,0
FDDW1-02,OFAC-02,0
